Name	Type	Species	Height	Weight	Abilities	Local_Num	National_Num	Catch_Rate	EV_Yield	Base_Friendship	Base_Exp	Growth_Rate	Egg_Groups	Gender	Egg_Cycles	Stats	Total	Learnset
Gallade	('Psychic', 'Fighting')	Blade Pokemon	1.6	52.0	('Steadfast', 'Justified')	{'OR/AS': 32, 'P': 160}	475	45	[0, 3, 0, 0, 0, 0]	35	233	Slow	('Amorphous', 'Human-Like')	(100.0, 0.0)	20	[68, 125, 65, 65, 115, 80]	518	[('Confusion', 1), ('Double Team', 1), ('Leaf Blade', 1), ('Leer', 1), ('Night Slash', 1), ('Teleport', 1), ('Confusion', 6), ('Double Team', 10), ('Teleport', 12), ('Fury Cutter', 17), ('Slash', 22), ('Swords Dance', 25), ('Psycho Cut', 31), ('Helping Hand', 36), ('Feint', 39), ('False Swipe', 45), ('Protect', 50), ('Close Combat', 53)]
Mega Gallade	('Psychic', 'Fighting')	Blade Pokemon	1.6	56.4	('Inner Focus', '')	{'OR/AS': 32, 'P': 160}	475	45	[0, 3, 0, 0, 0, 0]	35	278	Slow	Amorphous	(100.0, 0.0)	20	[68, 165, 95, 65, 115, 110]	618	[('Confusion', 1), ('Double Team', 1), ('Leaf Blade', 1), ('Leer', 1), ('Night Slash', 1), ('Teleport', 1), ('Confusion', 6), ('Double Team', 10), ('Teleport', 12), ('Fury Cutter', 17), ('Slash', 22), ('Swords Dance', 25), ('Psycho Cut', 31), ('Helping Hand', 36), ('Feint', 39), ('False Swipe', 45), ('Protect', 50), ('Close Combat', 53)]
Probopass	('Rock', 'Steel')	Compass Pokemon	1.4	340.0	('Sturdy', 'Magnet Pull', 'Sand Force')	{'OR/AS': 62, 'P': 156}	476	60	[0, 0, 1, 0, 2, 0]	50	184	Medium Fast	Mineral	(50.0, 50.0)	20	[60, 55, 145, 75, 150, 40]	525	[('Block', 1), ('Gravity', 1), ('Iron Defense', 1), ('Magnet Bomb', 1), ('Magnet Rise', 1), ('Tackle', 1), ('Iron Defense', 7), ('Magnet Bomb', 13), ('Block', 19), ('Thunder Wave', 25), ('Rock Slide', 31), ('Sandstorm', 37), ('Rest', 43), ('Discharge', 49), ('Stone Edge', 55), ('Zap Cannon', 61), ('Lock -On', 67), ('Earth Power', 73)]
Dusknoir	Ghost	Gripper Pokemon	2.2	106.6	('Pressure', 'Frisk')	{'OR/AS': 155, 'P': 191}	477	45	[0, 0, 1, 0, 2, 0]	35	236	Fast	Amorphous	(50.0, 50.0)	25	[45, 100, 135, 65, 135, 45]	525	[('Bind', 1), ('Disable', 1), ('Fire Punch', 1), ('Gravity', 1), ('Ice Punch', 1), ('Leer', 1), ('Night Shade', 1), ('Thunder Punch', 1), ('Disable', 6), ('Foresight', 9), ('Astonish', 14), ('Confuse Ray', 17), ('Shadow Sneak', 22), ('Pursuit', 25), ('Curse', 30), ('Will -O-Wisp', 33), ('Shadow Punch', 37), ('Mean Look', 43), ('Payback', 51), ('Future Sight', 61)]
Froslass	('Ice', 'Ghost')	Snow Land Pokemon	1.3	26.6	('Snow Cloak', 'Cursed Body')	{'OR/AS': 181, 'P': 208}	478	75	[0, 0, 0, 0, 0, 2]	50	168	Medium Fast	('Fairy', 'Mineral')	(0.0, 100.0)	20	[70, 80, 70, 80, 70, 110]	480	[('Astonish', 1), ('Double Team', 1), ('Leer', 1), ('Powder Snow', 1), ('Double Team', 4), ('Astonish', 10), ('Icy Wind', 13), ('Confuse Ray', 19), ('Ominous Wind', 22), ('Wake -Up Slap', 28), ('Captivate', 31), ('Ice Shard', 37), ('Hail', 40), ('Blizzard', 51), ('Destiny Bond', 59)]
Rotom	('Electric', 'Ghost')	Plasma Pokemon	0.3	0.3	('Levitate', '')	{'P': 152}	479	45	[0, 0, 0, 1, 0, 1]	50	154	Medium Fast	Amorphous		20	[50, 50, 77, 95, 77, 91]	440	[('Astonish', 1), ('Confuse Ray', 1), ('Thunder Shock', 1), ('Thunder Wave', 1), ('Trick', 1), ('Uproar', 8), ('Double Team', 15), ('Shock Wave', 22), ('Ominous Wind', 29), ('Substitute', 36), ('Charge', 43), ('Discharge', 50)]
Heat Rotom	('Electric', 'Fire')	Plasma Pokemon	0.3	0.3	('Levitate', '')	{'P': 152}	479	45	[0, 0, 0, 1, 0, 1]	50	182	Medium Fast	Amorphous		20	[50, 65, 107, 105, 107, 86]	520	[('Astonish', 1), ('Confuse Ray', 1), ('Thunder Shock', 1), ('Thunder Wave', 1), ('Trick', 1), ('Uproar', 8), ('Double Team', 15), ('Shock Wave', 22), ('Ominous Wind', 29), ('Substitute', 36), ('Charge', 43), ('Discharge', 50)]
Wash Rotom	('Electric', 'Water')	Plasma Pokemon	0.3	0.3	('Levitate', '')	{'P': 152}	479	45	[0, 0, 0, 1, 0, 1]	50	182	Medium Fast	Amorphous		20	[50, 65, 107, 105, 107, 86]	520	[('Astonish', 1), ('Confuse Ray', 1), ('Thunder Shock', 1), ('Thunder Wave', 1), ('Trick', 1), ('Uproar', 8), ('Double Team', 15), ('Shock Wave', 22), ('Ominous Wind', 29), ('Substitute', 36), ('Charge', 43), ('Discharge', 50)]
Frost Rotom	('Electric', 'Ice')	Plasma Pokemon	0.3	0.3	('Levitate', '')	{'P': 152}	479	45	[0, 0, 0, 1, 0, 1]	50	182	Medium Fast	Amorphous		20	[50, 65, 107, 105, 107, 86]	520	[('Astonish', 1), ('Confuse Ray', 1), ('Thunder Shock', 1), ('Thunder Wave', 1), ('Trick', 1), ('Uproar', 8), ('Double Team', 15), ('Shock Wave', 22), ('Ominous Wind', 29), ('Substitute', 36), ('Charge', 43), ('Discharge', 50)]
Fan Rotom	('Electric', 'Flying')	Plasma Pokemon	0.3	0.3	('Levitate', '')	{'P': 152}	479	45	[0, 0, 0, 1, 0, 1]	50	182	Medium Fast	Amorphous		20	[50, 65, 107, 105, 107, 86]	520	[('Astonish', 1), ('Confuse Ray', 1), ('Thunder Shock', 1), ('Thunder Wave', 1), ('Trick', 1), ('Uproar', 8), ('Double Team', 15), ('Shock Wave', 22), ('Ominous Wind', 29), ('Substitute', 36), ('Charge', 43), ('Discharge', 50)]
Mow Rotom	('Electric', 'Grass')	Plasma Pokemon	0.3	0.3	('Levitate', '')	{'P': 152}	479	45	[0, 0, 0, 1, 0, 1]	50	182	Medium Fast	Amorphous		20	[50, 65, 107, 105, 107, 86]	520	[('Astonish', 1), ('Confuse Ray', 1), ('Thunder Shock', 1), ('Thunder Wave', 1), ('Trick', 1), ('Uproar', 8), ('Double Team', 15), ('Shock Wave', 22), ('Ominous Wind', 29), ('Substitute', 36), ('Charge', 43), ('Discharge', 50)]
Uxie	Psychic	Knowledge Pokemon	0.3	0.3	('Levitate', '')	{'D/P': 146}	480	3	[0, 0, 2, 0, 1, 0]	140	261	Slow	Undiscovered		80	[75, 75, 130, 75, 130, 95]	580	[('Rest', 1), ('Imprison', 6), ('Endure', 16), ('Confusion', 21), ('Yawn', 31), ('Future Sight', 36), ('Amnesia', 46), ('Extrasensory', 51), ('Flail', 61), ('Natural Gift', 66), ('Memento', 76)]
Mesprit	Psychic	Emotion Pokemon	0.3	0.3	('Levitate', '')	{'D/P': 147}	481	3	[0, 1, 0, 1, 1, 0]	140	261	Slow	Undiscovered		80	[80, 105, 105, 105, 105, 80]	580	[('Rest', 1), ('Imprison', 6), ('Protect', 16), ('Confusion', 21), ('Lucky Chant', 31), ('Future Sight', 36), ('Charm', 46), ('Extrasensory', 51), ('Copycat', 61), ('Natural Gift', 66), ('Healing Wish', 76)]
Azelf	Psychic	Willpower Pokemon	0.3	0.3	('Levitate', '')	{'D/P': 148}	482	3	[0, 2, 0, 1, 0, 0]	140	261	Slow	Undiscovered		80	[75, 125, 70, 125, 70, 115]	580	[('Rest', 1), ('Imprison', 6), ('Detect', 16), ('Confusion', 21), ('Uproar', 31), ('Future Sight', 36), ('Nasty Plot', 46), ('Extrasensory', 51), ('Last Resort', 61), ('Natural Gift', 66), ('Explosion', 76)]
Dialga	('Steel', 'Dragon')	Temporal Pokemon	5.4	683.0	('Pressure', 'Telepathy')	{'D/P': 149}	483	3	[0, 0, 0, 3, 0, 0]	0	306	Slow	Undiscovered		120	[100, 120, 120, 150, 100, 90]	680	[('Dragon Breath', 1), ('Scary Face', 1), ('Metal Claw', 10), ('Ancient Power', 20), ('Dragon Claw', 30), ('Roar of Time', 40), ('Heal Block', 50), ('Earth Power', 60), ('Slash', 70), ('Flash Cannon', 80), ('Aura Sphere', 90)]
Dialga (Origin Forme)	('Steel', 'Dragon')	Temporal Pokemon	7.0	850.0	('Pressure', 'Telepathy')	{'D/P': 149}	483		[0, 0, 0, 0, 0, 0]			—	—			[100, 100, 120, 150, 120, 90]	680	[('Dragon Breath', 1), ('Scary Face', 1), ('Metal Claw', 10), ('Ancient Power', 20), ('Dragon Claw', 30), ('Roar of Time', 40), ('Heal Block', 50), ('Earth Power', 60), ('Slash', 70), ('Flash Cannon', 80), ('Aura Sphere', 90)]
Palkia	('Water', 'Dragon')	Spatial Pokemon	4.2	336.0	('Pressure', 'Telepathy')	{'D/P': 150}	484	3	[0, 0, 0, 3, 0, 0]	0	306	Slow	Undiscovered		120	[90, 120, 100, 150, 120, 100]	680	[('Dragon Breath', 1), ('Scary Face', 1), ('Water Pulse', 10), ('Ancient Power', 20), ('Dragon Claw', 30), ('Spacial Rend', 40), ('Heal Block', 50), ('Earth Power', 60), ('Slash', 70), ('Aqua Tail', 80), ('Aura Sphere', 90)]
Palkia (Origin Forme)	('Water', 'Dragon')	Spatial Pokemon	6.3	660.0	('Pressure', 'Telepathy')	{'D/P': 150}	484		[0, 0, 0, 0, 0, 0]			—	—			[90, 100, 100, 150, 120, 120]	680	[('Dragon Breath', 1), ('Scary Face', 1), ('Water Pulse', 10), ('Ancient Power', 20), ('Dragon Claw', 30), ('Spacial Rend', 40), ('Heal Block', 50), ('Earth Power', 60), ('Slash', 70), ('Aqua Tail', 80), ('Aura Sphere', 90)]
Heatran	('Fire', 'Steel')	Lava Dome Pokemon	1.7	430.0	('Flash Fire', 'Flame Body')	{'LA': 228}	485	3	[0, 0, 0, 3, 0, 0]	100	270	Slow	Undiscovered	(50.0, 50.0)	10	[91, 90, 106, 130, 106, 77]	600	[('Ancient Power', 1), ('Leer', 9), ('Fire Fang', 17), ('Metal Sound', 25), ('Crunch', 33), ('Scary Face', 41), ('Lava Plume', 49), ('Fire Spin', 57), ('Iron Head', 65), ('Earth Power', 73), ('Heat Wave', 81), ('Stone Edge', 88), ('Magma Storm', 96)]
Regigigas	Normal	Colossal Pokemon	3.7	420.0	('Slow Start', '')	{'LA': 229}	486	3	[0, 3, 0, 0, 0, 0]	0	302	Slow	Undiscovered		120	[110, 160, 110, 80, 110, 100]	670	[('Confuse Ray', 1), ('Fire Punch', 1), ('Ice Punch', 1), ('Knock Off', 1), ('Mega Punch', 1), ('Stomp', 1), ('Thunder Punch', 1), ('Superpower', 25), ('Zen Headbutt', 50), ('Crush Grip', 75), ('Giga Impact', 100)]
Giratina (Altered Forme)	('Ghost', 'Dragon')	Renegade Pokemon	4.5	750.0	('Pressure', 'Telepathy')	{'P': 210}	487	3	[3, 0, 0, 0, 0, 0]	0	306	Slow	Undiscovered		120	[150, 100, 120, 100, 120, 90]	680	[('Dragon Breath', 1), ('Scary Face', 1), ('Ominous Wind', 10), ('Ancient Power', 20), ('Dragon Claw', 30), ('Shadow Force', 40), ('Heal Block', 50), ('Earth Power', 60), ('Slash', 70), ('Shadow Claw', 80), ('Aura Sphere', 90)]
Giratina (Origin Forme)	('Ghost', 'Dragon')	Renegade Pokemon	6.9	650.0	('Levitate', '')	{'P': 210}	487	3	[3, 0, 0, 0, 0, 0]	0	306	Slow	Undiscovered		120	[150, 120, 100, 120, 100, 90]	680	[('Dragon Breath', 1), ('Scary Face', 1), ('Ominous Wind', 10), ('Ancient Power', 20), ('Dragon Claw', 30), ('Shadow Force', 40), ('Heal Block', 50), ('Earth Power', 60), ('Slash', 70), ('Shadow Claw', 80), ('Aura Sphere', 90)]
Cresselia	Psychic	Lunar Pokemon	1.5	85.6	('Levitate', '')	{'LA': 230}	488	3	[0, 0, 0, 0, 3, 0]	100	270	Slow	Undiscovered	(0.0, 100.0)	120	[120, 70, 120, 75, 130, 85]	600	[('Confusion', 1), ('Double Team', 1), ('Safeguard', 11), ('Mist', 20), ('Aurora Beam', 29), ('Future Sight', 38), ('Slash', 47), ('Moonlight', 57), ('Psycho Cut', 66), ('Psycho Shift', 75), ('Lunar Dance', 84), ('Psychic', 93)]
Phione	Water	Sea Drifter Pokemon	0.4	3.1	('Hydration', '')	{'LA': 239}	489	30	[1, 0, 0, 0, 0, 0]	50	216	Slow	('Fairy', 'Water 1')		40	[80, 80, 80, 80, 80, 80]	480	[('Bubble', 1), ('Water Sport', 1), ('Charm', 9), ('Supersonic', 16), ('Bubble Beam', 24), ('Acid Armor', 31), ('Whirlpool', 39), ('Water Pulse', 46), ('Aqua Ring', 54), ('Dive', 61), ('Rain Dance', 69)]
Manaphy	Water	Seafaring Pokemon	0.3	1.4	('Hydration', '')	{'D/P': 151}	490	3	[3, 0, 0, 0, 0, 0]	50	270	Slow	('Fairy', 'Water 1')		10	[100, 100, 100, 100, 100, 100]	600	[('Bubble', 1), ('Tail Glow', 1), ('Water Sport', 1), ('Charm', 9), ('Supersonic', 16), ('Bubble Beam', 24), ('Acid Armor', 31), ('Whirlpool', 39), ('Water Pulse', 46), ('Aqua Ring', 54), ('Dive', 61), ('Rain Dance', 69), ('Heart Swap', 76)]
Darkrai	Dark	Pitch-Black Pokemon	1.5	50.5	('Bad Dreams', '')	{'LA': 242}	491	3	[0, 0, 0, 2, 0, 1]	0	270	Slow	Undiscovered		120	[70, 90, 90, 135, 90, 125]	600	[('Disable', 1), ('Night Shade', 1), ('Quick Attack', 11), ('Hypnosis', 20), ('Pursuit', 29), ('Nightmare', 38), ('Double Team', 47), ('Haze', 57), ('Dark Void', 66), ('Embargo', 75), ('Dream Eater', 84), ('Dark Pulse', 93)]
Shaymin (Land Forme)	Grass	Gratitude Pokemon	0.2	2.1	('Natural Cure', '')	{'LA': 241}	492	45	[3, 0, 0, 0, 0, 0]	100	270	Medium Slow	Undiscovered		120	[100, 100, 100, 100, 100, 100]	600	[('Defense Curl', 1), ('Magical Leaf', 10), ('Leech Seed', 19), ('Synthesis', 28), ('Sweet Scent', 37), ('Natural Gift', 46), ('Worry Seed', 55), ('Aromatherapy', 64), ('Energy Ball', 73), ('Grass Whistle', 82), ('Lucky Chant', 91), ('Seed Flare', 100)]
Shaymin (Sky Forme)	('Grass', 'Flying')	Gratitude Pokemon	0.4	5.2	('Serene Grace', '')	{'LA': 241}	492	45	[0, 0, 0, 0, 0, 3]	100	270	Medium Slow	Undiscovered		120	[100, 103, 75, 120, 75, 127]	600	[('Defense Curl', 1), ('Magical Leaf', 10), ('Leech Seed', 19), ('Synthesis', 28), ('Sweet Scent', 37), ('Natural Gift', 46), ('Worry Seed', 55), ('Aromatherapy', 64), ('Energy Ball', 73), ('Grass Whistle', 82), ('Lucky Chant', 91), ('Seed Flare', 100)]
Arceus	Normal	Alpha Pokemon	3.2	320.0	('Multitype', '')	{'LA': 238}	493	3	[3, 0, 0, 0, 0, 0]	0	324	Slow	Undiscovered		120	[120, 120, 120, 120, 120, 120]	720	[('Cosmic Power', 1), ('Natural Gift', 1), ('Punishment', 1), ('Seismic Toss', 1), ('Gravity', 10), ('Earth Power', 20), ('Hyper Voice', 30), ('Extreme Speed', 40), ('Refresh', 50), ('Future Sight', 60), ('Recover', 70), ('Hyper Beam', 80), ('Perish Song', 90), ('Judgment', 100)]
Victini	('Psychic', 'Fire')	Victory Pokemon	0.4	4.0	('Victory Star', '')	{'B2/W2': 0, 'B/W': 0}	494	3	[3, 0, 0, 0, 0, 0]	100	270	Slow	Undiscovered		120	[100, 100, 100, 100, 100, 100]	600	[('Confusion', 1), ('Focus Energy', 1), ('Incinerate', 1), ('Quick Attack', 1), ('Searing Shot', 1), ('Endure', 9), ('Headbutt', 17), ('Flame Charge', 25), ('Reversal', 33), ('Flame Burst', 41), ('Zen Headbutt', 49), ('Inferno', 57), ('Double -Edge', 65), ('Flare Blitz', 73), ('Final Gambit', 81), ('Stored Power', 89), ('Overheat', 97)]
Snivy	Grass	Grass Snake Pokemon	0.6	8.1	('Overgrow', 'Contrary')	{'B2/W2': 1, 'B/W': 1}	495	45	[0, 0, 0, 0, 0, 1]	50	62	Medium Slow	('Field', 'Grass')	(87.5, 12.5)	20	[45, 45, 55, 45, 55, 63]	308	[('Tackle', 1), ('Leer', 4), ('Vine Whip', 7), ('Wrap', 10), ('Growth', 13), ('Leaf Tornado', 16), ('Leech Seed', 19), ('Mega Drain', 22), ('Slam', 25), ('Leaf Blade', 28), ('Coil', 31), ('Giga Drain', 34), ('Wring Out', 37), ('Gastro Acid', 40), ('Leaf Storm', 43)]
Servine	Grass	Grass Snake Pokemon	0.8	16.0	('Overgrow', 'Contrary')	{'B2/W2': 2, 'B/W': 2}	496	45	[0, 0, 0, 0, 0, 2]	50	145	Medium Slow	('Field', 'Grass')	(87.5, 12.5)	20	[60, 60, 75, 60, 75, 83]	413	[('Leer', 1), ('Tackle', 1), ('Vine Whip', 1), ('Wrap', 1), ('Leer', 4), ('Vine Whip', 7), ('Wrap', 10), ('Growth', 13), ('Leaf Tornado', 16), ('Leech Seed', 20), ('Mega Drain', 24), ('Slam', 28), ('Leaf Blade', 32), ('Coil', 36), ('Giga Drain', 40), ('Wring Out', 44), ('Gastro Acid', 48), ('Leaf Storm', 52)]
Serperior	Grass	Regal Pokemon	3.3	63.0	('Overgrow', 'Contrary')	{'B2/W2': 3, 'B/W': 3}	497	45	[0, 0, 0, 0, 0, 3]	50	238	Medium Slow	('Field', 'Grass')	(87.5, 12.5)	20	[75, 75, 95, 75, 95, 113]	528	[('Leer', 1), ('Tackle', 1), ('Vine Whip', 1), ('Wrap', 1), ('Leer', 4), ('Vine Whip', 7), ('Wrap', 10), ('Growth', 13), ('Leaf Tornado', 16), ('Leech Seed', 20), ('Mega Drain', 24), ('Slam', 28), ('Leaf Blade', 32), ('Coil', 38), ('Giga Drain', 44), ('Wring Out', 50), ('Gastro Acid', 56), ('Leaf Storm', 62)]
Tepig	Fire	Fire Pig Pokemon	0.5	9.9	('Blaze', 'Thick Fat')	{'B2/W2': 4, 'B/W': 4}	498	45	[1, 0, 0, 0, 0, 0]	50	62	Medium Slow	Field	(87.5, 12.5)	20	[65, 63, 45, 45, 45, 45]	308	[('Tackle', 1), ('Tail Whip', 3), ('Ember', 7), ('Odor Sleuth', 9), ('Defense Curl', 13), ('Flame Charge', 15), ('Smog', 19), ('Rollout', 21), ('Take Down', 25), ('Heat Crash', 27), ('Assurance', 31), ('Flamethrower', 33), ('Head Smash', 37), ('Roar', 39), ('Flare Blitz', 43)]
Pignite	('Fire', 'Fighting')	Fire Pig Pokemon	1.0	55.5	('Blaze', 'Thick Fat')	{'B2/W2': 5, 'B/W': 5}	499	45	[0, 2, 0, 0, 0, 0]	50	146	Medium Slow	Field	(87.5, 12.5)	20	[90, 93, 55, 70, 55, 55]	418	[('Ember', 1), ('Odor Sleuth', 1), ('Tackle', 1), ('Tail Whip', 1), ('Tail Whip', 3), ('Ember', 7), ('Odor Sleuth', 9), ('Defense Curl', 13), ('Flame Charge', 15), ('Arm Thrust', 17), ('Smog', 20), ('Rollout', 23), ('Take Down', 28), ('Heat Crash', 31), ('Assurance', 36), ('Flamethrower', 39), ('Head Smash', 44), ('Roar', 47), ('Flare Blitz', 52)]
Emboar	('Fire', 'Fighting')	Mega Fire Pig Pokemon	1.6	150.0	('Blaze', 'Reckless')	{'B2/W2': 6, 'B/W': 6}	500	45	[0, 3, 0, 0, 0, 0]	50	238	Medium Slow	Field	(87.5, 12.5)	20	[110, 123, 65, 100, 65, 65]	528	[('Ember', 1), ('Hammer Arm', 1), ('Odor Sleuth', 1), ('Tackle', 1), ('Tail Whip', 1), ('Tail Whip', 3), ('Ember', 7), ('Odor Sleuth', 9), ('Defense Curl', 13), ('Flame Charge', 15), ('Arm Thrust', 17), ('Smog', 20), ('Rollout', 23), ('Take Down', 28), ('Heat Crash', 31), ('Assurance', 38), ('Flamethrower', 43), ('Head Smash', 50), ('Roar', 55), ('Flare Blitz', 62)]
Oshawott	Water	Sea Otter Pokemon	0.5	5.9	('Torrent', 'Shell Armor')	{'B2/W2': 7, 'B/W': 7, 'LA': 7}	501	45	[0, 0, 0, 1, 0, 0]	50	62	Medium Slow	Field	(87.5, 12.5)	20	[55, 55, 45, 63, 45, 45]	308	[('Tackle', 1), ('Tail Whip', 5), ('Water Gun', 7), ('Water Sport', 11), ('Focus Energy', 13), ('Razor Shell', 17), ('Fury Cutter', 19), ('Water Pulse', 23), ('Revenge', 25), ('Aqua Jet', 29), ('Encore', 31), ('Aqua Tail', 35), ('Retaliate', 37), ('Swords Dance', 41), ('Hydro Pump', 43)]
Dewott	Water	Discipline Pokemon	0.8	24.5	('Torrent', 'Shell Armor')	{'B2/W2': 8, 'B/W': 8, 'LA': 8}	502	45	[0, 0, 0, 2, 0, 0]	50	145	Medium Slow	Field	(87.5, 12.5)	20	[75, 75, 60, 83, 60, 60]	413	[('Tackle', 1), ('Tail Whip', 1), ('Water Gun', 1), ('Water Sport', 1), ('Tail Whip', 5), ('Water Gun', 7), ('Water Sport', 11), ('Focus Energy', 13), ('Razor Shell', 17), ('Fury Cutter', 20), ('Water Pulse', 25), ('Revenge', 28), ('Aqua Jet', 33), ('Encore', 36), ('Aqua Tail', 41), ('Retaliate', 44), ('Swords Dance', 49), ('Hydro Pump', 52)]
Samurott	Water	Formidable Pokemon	1.5	94.6	('Torrent', 'Shell Armor')	{'B2/W2': 9, 'B/W': 9, 'LA': 9}	503	45	[0, 0, 0, 3, 0, 0]	50	238	Medium Slow	Field	(87.5, 12.5)	20	[95, 100, 85, 108, 70, 70]	528	[('Megahorn', 1), ('Tackle', 1), ('Tail Whip', 1), ('Water Gun', 1), ('Water Sport', 1), ('Tail Whip', 5), ('Water Gun', 7), ('Water Sport', 11), ('Focus Energy', 13), ('Razor Shell', 17), ('Fury Cutter', 20), ('Water Pulse', 25), ('Revenge', 28), ('Aqua Jet', 33), ('Slash', 36), ('Encore', 38), ('Aqua Tail', 45), ('Retaliate', 50), ('Swords Dance', 57), ('Hydro Pump', 62)]
Hisuian Samurott	('Water', 'Dark')	Formidable Pokemon	1.5	58.2	('Torrent', 'Shell Armor')	{'B2/W2': 9, 'B/W': 9, 'LA': 9}	503		[0, 0, 0, 0, 0, 0]			—	—			[90, 108, 80, 100, 65, 85]	528	[('Megahorn', 1), ('Tackle', 1), ('Tail Whip', 1), ('Water Gun', 1), ('Water Sport', 1), ('Tail Whip', 5), ('Water Gun', 7), ('Water Sport', 11), ('Focus Energy', 13), ('Razor Shell', 17), ('Fury Cutter', 20), ('Water Pulse', 25), ('Revenge', 28), ('Aqua Jet', 33), ('Slash', 36), ('Encore', 38), ('Aqua Tail', 45), ('Retaliate', 50), ('Swords Dance', 57), ('Hydro Pump', 62)]
Patrat	Normal	Scout Pokemon	0.5	11.6	('Run Away', 'Keen Eye', 'Analytic')	{'B2/W2': 10, 'B/W': 10, 'X/Y': 46}	504	255	[0, 1, 0, 0, 0, 0]	50	51	Medium Fast	Field	(50.0, 50.0)	15	[45, 55, 39, 35, 39, 42]	255	[('Tackle', 1), ('Leer', 3), ('Bite', 6), ('Bide', 8), ('Detect', 11), ('Sand -Attack', 13), ('Crunch', 16), ('Hypnosis', 18), ('Super Fang', 21), ('After You', 23), ('Work Up', 26), ('Hyper Fang', 28), ('Mean Look', 31), ('Baton Pass', 33), ('Slam', 36)]
Watchog	Normal	Lookout Pokemon	1.1	27.0	('Illuminate', 'Keen Eye', 'Analytic')	{'B2/W2': 11, 'B/W': 11, 'X/Y': 47}	505	255	[0, 2, 0, 0, 0, 0]	50	147	Medium Fast	Field	(50.0, 50.0)	20	[60, 85, 69, 60, 69, 77]	420	[('Bite', 1), ('Leer', 1), ('Low Kick', 1), ('Tackle', 1), ('Leer', 3), ('Bite', 6), ('Bide', 8), ('Detect', 11), ('Sand -Attack', 13), ('Crunch', 16), ('Hypnosis', 18), ('Confuse Ray', 20), ('Super Fang', 22), ('After You', 25), ('Psych Up', 29), ('Hyper Fang', 32), ('Mean Look', 36), ('Baton Pass', 39), ('Slam', 43)]
Lillipup	Normal	Puppy Pokemon	0.4	4.1	('Vital Spirit', 'Pickup', 'Run Away')	{'B2/W2': 22, 'B/W': 12, 'S/M': 120, 'US/UM': 150}	506	255	[0, 1, 0, 0, 0, 0]	50	55	Medium Slow	Field	(50.0, 50.0)	15	[45, 60, 45, 25, 45, 55]	275	[('Leer', 1), ('Tackle', 1), ('Odor Sleuth', 5), ('Bite', 8), ('Helping Hand', 12), ('Take Down', 15), ('Work Up', 19), ('Crunch', 22), ('Roar', 26), ('Retaliate', 29), ('Reversal', 33), ('Last Resort', 36), ('Giga Impact', 40)]
Herdier	Normal	Loyal Dog Pokemon	0.9	14.7	('Intimidate', 'Sand Rush', 'Scrappy')	{'B2/W2': 23, 'B/W': 13, 'S/M': 121, 'US/UM': 151}	507	120	[0, 2, 0, 0, 0, 0]	50	130	Medium Slow	Field	(50.0, 50.0)	15	[65, 80, 65, 35, 65, 60]	370	[('Bite', 1), ('Leer', 1), ('Odor Sleuth', 1), ('Tackle', 1), ('Odor Sleuth', 5), ('Bite', 8), ('Helping Hand', 12), ('Take Down', 15), ('Work Up', 20), ('Crunch', 24), ('Roar', 29), ('Retaliate', 33), ('Reversal', 38), ('Last Resort', 42), ('Giga Impact', 47)]
Stoutland	Normal	Big-Hearted Pokemon	1.2	61.0	('Intimidate', 'Sand Rush', 'Scrappy')	{'B2/W2': 24, 'B/W': 14, 'S/M': 122, 'US/UM': 152}	508	45	[0, 3, 0, 0, 0, 0]	50	225	Medium Slow	Field	(50.0, 50.0)	15	[85, 110, 90, 45, 90, 80]	500	[('Bite', 1), ('Fire Fang', 1), ('Ice Fang', 1), ('Leer', 1), ('Odor Sleuth', 1), ('Tackle', 1), ('Thunder Fang', 1), ('Odor Sleuth', 5), ('Bite', 8), ('Helping Hand', 12), ('Take Down', 15), ('Work Up', 20), ('Crunch', 24), ('Roar', 29), ('Retaliate', 36), ('Reversal', 42), ('Last Resort', 51), ('Giga Impact', 59)]
Purrloin	Dark	Devious Pokemon	0.4	10.1	('Limber', 'Unburden', 'Prankster')	{'B2/W2': 12, 'B/W': 15, 'X/Y': 42, 'S/S': 44}	509	255	[0, 0, 0, 0, 0, 1]	50	56	Medium Fast	Field	(50.0, 50.0)	20	[41, 50, 37, 50, 37, 66]	281	[('Scratch', 1), ('Growl', 3), ('Assist', 6), ('Sand -Attack', 10), ('Fury Swipes', 12), ('Pursuit', 15), ('Torment', 19), ('Fake Out', 21), ('Hone Claws', 24), ('Assurance', 28), ('Slash', 30), ('Captivate', 33), ('Night Slash', 37), ('Snatch', 39), ('Nasty Plot', 42), ('Sucker Punch', 46)]
Liepard	Dark	Cruel Pokemon	1.1	37.5	('Limber', 'Unburden', 'Prankster')	{'B2/W2': 13, 'B/W': 16, 'X/Y': 43, 'S/S': 45}	510	90	[0, 0, 0, 0, 0, 2]	50	156	Medium Fast	Field	(50.0, 50.0)	20	[64, 88, 50, 88, 50, 106]	446	[('Assist', 1), ('Growl', 1), ('Sand -Attack', 1), ('Scratch', 1), ('Growl', 3), ('Assist', 6), ('Sand -Attack', 10), ('Fury Swipes', 12), ('Pursuit', 15), ('Torment', 19), ('Fake Out', 22), ('Hone Claws', 26), ('Assurance', 31), ('Slash', 34), ('Taunt', 38), ('Night Slash', 43), ('Snatch', 47), ('Nasty Plot', 50), ('Sucker Punch', 55)]
